Фамилия;Имя;Отчество;Пол;Возраст;Стаж вождения;Марка автомобиля;Тип страхования;Легкое ДТП;Крупное ДТП;Угон, ДТП без востановления авто;Выплата, руб.
Лебедева;Валерия;Денисовна;жен;40;20;Lada 4x4;частичное;0;0;0;0
Морозов ;Роман;Егорович;муж;60;35;Renault Duster;частичное;0;0;0;0
Ильина;Арина;Арсеньевна;жен;79;45;Toyota RAV 4;полное;0;0;0;0
Зайцева;Арина;Дмитриевна;жен;48;24;Toyota RAV 4;частичное;0;0;0;0
Морозов ;Владислав;Русланович;муж;42;1;Hyundai Solaris;полное;0;0;0;0
Максимова;Кира;Демидовна;жен;45;21;KIA Rio;полное;0;0;0;0
Никитин ;Владислав;Демидович;муж;46;27;VW Polo;полное;0;0;0;0
Иванов;Кирилл;Ярославович;муж;19;0;Renault Sandero;частичное;0;0;0;0
Павлова;Елизавета;Артемовна;жен;52;25;Lada Vesta;полное;0;0;0;0
Воробьева;София;Евгеньевна;жен;31;11;Hyundai Solaris;частичное;0;0;0;0
Николаев ;Евгений;Замирович;муж;77;48;Lada Granta;полное;0;0;0;0
Никитина;Милана;Кирилловна;жен;23;2;Lada Granta;частичное;0;0;0;0
Яковлева;Анастасия;Руслановна;жен;41;22;Datsun on-DO;частичное;0;0;0;0
Иванов;Глеб;Егорович;муж;62;38;Renault Logan;частичное;0;0;0;0
Степанов ;Кирилл;Владиславович;муж;33;15;VW Polo;частичное;0;0;0;0
Григорьев ;Игорь;Глебович;муж;57;14;Mazda CX-5;частичное;0;0;0;0
Воробьева;Марьяна;Максимовна;жен;52;32;Nissan X-Trail;полное;0;0;0;0
Фролова;Есения;Богдановна;жен;69;40;Skoda Rapid;частичное;1;0;0;90466.9
Попова;Карина;Арсеньевна;жен;55;27;Toyota RAV 4;полное;0;0;0;0
Фролова;Софья;Савельевна;жен;45;14;Hyundai Creta;частичное;0;0;0;0
Алексеев ;Алексей;Андреевич;муж;19;1;Nissan Qashqai;частичное;0;0;0;0
Александрова ;Камила;Данииловна;жен;50;27;Lada Vesta;частичное;0;0;0;0
Семенов ;Дмитрий;Андреевич;муж;38;19;Lada 4x4;полное;0;0;0;0
Козлов ;Роман;Арсеньевич;муж;48;18;KIA Rio;полное;0;0;0;0
Сорокин ;Даниил;Артемович;муж;24;0;Mazda CX-5;частичное;0;0;0;0
Захарова;Кира;Андреевна;жен;53;28;Lada 4x4;частичное;0;0;0;0
Морозова;Екатерина;Романовна;жен;69;20;Lada Granta;частичное;0;0;0;0
Федоров ;Алексей;Русланович;муж;34;13;Skoda Rapid;частичное;0;0;0;0
Сергеев ;Илья;Маркович;муж;27;5;Renault Duster;частичное;0;0;0;0
Андреев ;Дамир;Замирович;муж;35;17;KIA Rio;частичное;0;0;0;0
Романов ;Владислав;Богданович;муж;32;1;Renault Sandero;частичное;0;0;0;0
Соловьева;Марина;Вадимовна;жен;25;5;Lada Vesta;частичное;1;0;0;64832.5
Дмитриева;Ангелина;Глебовна;жен;26;1;Renault Sandero;полное;0;1;0;50000
Захарова;Екатерина;Замировна;жен;41;18;VW Tiguan;частичное;0;0;0;0
Королев ;Захар;Михайлович;муж;47;26;KIA Rio;частичное;0;0;0;0
Захаров ;Дмитрий;Александрович;муж;51;30;Toyota RAV 4;частичное;0;0;0;0
Иванов;Демид;Матвеевич;муж;44;10;VW Tiguan;полное;1;0;0;136166.6
Алексеев ;Руслан;Дмитриевич;муж;36;18;Lada Granta;полное;1;0;0;12373.5
Кузнецова;Елена;Арсеньевна;жен;36;17;KIA Sportage;частичное;0;0;0;0
Белов ;Егор;Андреевич;муж;69;45;VW Polo;частичное;0;0;0;0
Новикова;Ангелина;Андреевна;жен;34;11;Hyundai Solaris;частичное;0;0;0;0
Андреева;Арина;Егоровна;жен;56;38;Lada Vesta;частичное;0;0;0;0
Смирнов;Илья;Тимофеевич;муж;37;16;Lada Granta;частичное;1;0;0;20750
Соловьев ;Сергей;Сергеевич;муж;34;8;Lada Largus;частичное;0;0;0;0
Михайлов;Андрей;Константинович;муж;22;0;KIA Sportage;частичное;0;1;0;276145.3
Захарова;Есения;Тимофеевна;жен;77;58;Lada Largus;частичное;0;0;0;0
Алексеева ;Анна;Алексеевна;жен;36;16;Lada Granta;частичное;1;0;0;9262.4
Волков ;Павел;Маркович;муж;23;0;Hyundai Solaris;полное;1;0;0;24925
Королев ;Марсель;Даниилович;муж;37;13;Toyota RAV 4;частичное;1;0;0;89835.5
Михайлов;Савелий;Михайлович;муж;69;48;Renault Duster;частичное;0;0;0;0
Борисов ;Дмитрий;Сергеевич;муж;50;4;Lada 4x4;частичное;0;1;0;60703.4
Ильин ;Вадим;Егорович;муж;61;43;Lada Granta;частичное;0;0;0;0
Орлов ;Алан;Иванович;муж;18;0;Lada Granta;полное;0;0;0;0
Михайлов;Демид;Сергеевич;муж;54;26;Hyundai Solaris;полное;0;0;0;0
Николаева ;Полина;Андреевна;жен;35;2;VW Polo;частичное;0;0;0;0
Ковалева;Карина;Ильична;жен;45;26;Chevrolet NIVA;полное;0;0;0;0
Королев ;Руслан;Максимович;муж;46;23;Lada Vesta;частичное;1;0;0;10237.9
Васильев;Глеб;Ярославович;муж;34;16;Lada Vesta;частичное;0;0;0;0
Никитин ;Демид;Дмитриевич;муж;36;16;Toyota Camry;частичное;0;0;0;0
Васильев;Егор;Глебович;муж;67;49;Skoda Octavia A7;частичное;1;0;0;105637.7
Морозов ;Тимур;Матвеевич;муж;36;2;Lada Largus;частичное;0;0;0;0
Захарова;Ева;Ярославовна;жен;56;34;Renault Sandero;частичное;0;0;0;0
Попов;Андрей;Егорович;муж;32;6;VW Tiguan;частичное;0;0;0;0
Андреева;Арина;Тимуровна;жен;45;26;Lada Vesta;частичное;0;0;0;0
Михайлов;Марк;Савельевич;муж;68;44;Lada Vesta;частичное;0;0;0;0
Смирнова;Полина;Матвеевна;жен;39;16;Lada Vesta;полное;0;0;0;0
Гусева;Арина;Никитична;жен;61;40;Renault Duster;частичное;0;0;0;0
Андреев ;Арсений;Богданович;муж;18;0;Lada Largus;частичное;0;0;0;0
Ильин ;Илья;Егорович;муж;35;14;KIA Rio;частичное;1;0;0;58612.1
Семенов ;Денис;Тимофеевич;муж;41;20;Nissan X-Trail;частичное;0;0;0;0
Смирнова;Злата;Глебовна;жен;32;7;Lada Largus;частичное;0;0;0;0
Павлова;Елена;Андреевна;жен;47;23;Lada Granta;частичное;0;0;0;0
Лебедев ;Сергей;Михайлович;муж;37;11;Lada Vesta;частичное;0;0;0;0
Семенов ;Арсений;Марселевич;муж;32;13;Datsun on-DO;частичное;0;0;0;0
Королев ;Богдан;Сергеевич;муж;35;1;Lada Kalina;частичное;1;0;0;14013.1
Новиков;Евгений;Вадимович;муж;51;27;Lada Granta;полное;0;0;0;0
Степанов ;Михаил;Арсеньевич;муж;21;0;Hyundai Creta;частичное;1;0;0;158284.6
Зайцева;Полина;Владиславовна;жен;67;47;Lada Granta;полное;0;0;0;0
Соловьев ;Александр;Кириллович;муж;51;27;Renault Logan;частичное;0;0;0;0
Орлов ;Матвей;Андреевич;муж;29;10;Hyundai Solaris;полное;0;0;0;0
Гусева;Злата;Вячеславовна;жен;63;39;Lada Granta;полное;0;0;0;0
Семенов ;Антон;Дмитриевич;муж;27;3;Lada Granta;полное;0;0;0;0
Соколов;Марк;Андреевич;муж;51;31;Toyota RAV 4;частичное;0;0;0;0
Никитин ;Богдан;Семенович;муж;67;49;Renault Duster;частичное;0;0;0;0
Макаров ;Сергей;Дмитриевич;муж;24;0;Lada Kalina;частичное;0;0;0;0
Козлов ;Антон;Вадимович;муж;47;26;Lada Largus;полное;0;0;0;0
Максимов ;Глеб;Романович;муж;22;0;Renault Sandero;полное;0;0;0;0
Иванов;Роман;Матвеевич;муж;24;0;Lada Kalina;частичное;0;0;0;0
Новикова;Стася;Замировна;жен;45;24;VW Polo;полное;0;0;0;0
Смирнов;Александр;Романович;муж;43;19;Lada X-Ray;частичное;1;0;0;37597.1
Федоров ;Евгений;Тимофеевич;муж;36;5;Lada Vesta;частичное;0;0;0;0
Никитин ;Владислав;Савельевич;муж;41;22;KIA Rio;частичное;0;0;0;0
Алексеев ;Ярослав;Андреевич;муж;35;13;Hyundai Solaris;частичное;1;0;0;150000
Алексеева ;Румия;Константиновна;жен;66;32;Lada Kalina;полное;0;0;0;0
Романов ;Павел;Игоревич;муж;78;54;Datsun on-DO;частичное;0;0;0;0
Павлов ;Максим;Ярославович;муж;37;13;Lada X-Ray;полное;0;0;0;0
Петрова;Алиса;Руслановна;жен;53;30;Lada Granta;частичное;0;0;0;0
Егоров ;Марк;Владиславович;муж;25;5;Hyundai Solaris;частичное;0;0;0;0
Борисова;Дарина;Константиновна;жен;32;2;Lada 4x4;частичное;0;0;0;0
Петров;Марк;Арсеньевич;муж;54;26;Hyundai Solaris;частичное;0;0;0;0
Петров;Матвей;Владиславович;муж;29;8;Nissan X-Trail;частичное;1;0;0;105230.5
Васильев;Артём;Тимофеевич;муж;46;21;Datsun on-DO;частичное;0;0;0;0
Кузнецов;Артём;Тимофеевич;муж;37;4;Datsun on-DO;полное;0;0;0;0
Кузьмин ;Дмитрий;Кириллович;муж;32;8;KIA Sportage;полное;1;0;0;180543.3
Андреев ;Владислав;Богданович;муж;44;14;Hyundai Solaris;полное;0;0;0;0
Семенов ;Иван;Аланович;муж;57;39;Lada Vesta;частичное;0;0;0;0
Яковлев ;Максим;Максимович;муж;62;34;Lada Granta;частичное;0;0;0;0
Андреев ;Максим;Демидович;муж;39;20;Lada Kalina;полное;0;0;0;0
Николаев ;Глеб;Александрович;муж;58;40;Lada Granta;полное;0;0;0;0
Кузнецова;Анна;Артуровна;жен;21;0;Hyundai Solaris;частичное;1;0;0;14799.3
Новикова;Стася;Артемовна;жен;40;14;Hyundai Creta;частичное;0;0;0;0
Степанов ;Андрей;Тимофеевич;муж;56;35;VW Polo;частичное;1;0;0;150000
Новиков;Тимур;Савельевич;муж;32;5;Skoda Rapid;частичное;0;0;0;0
Дмитриев ;Богдан;Даниилович;муж;50;22;Hyundai Creta;полное;0;0;0;0
Макаров ;Глеб;Тимурович;муж;38;4;KIA Sportage;частичное;1;0;0;212588.4
Ильин ;Ярослав;Дамирович;муж;44;19;Hyundai Creta;частичное;0;0;0;0
Иванов;Глеб;Дамирович;муж;47;23;Renault Sandero;полное;0;0;0;0
Соловьев ;Замир;Давидович;муж;25;1;Hyundai Creta;частичное;0;0;0;0
Никитин ;Андрей;Ярославович;муж;44;23;Lada Largus;частичное;0;0;0;0
Семенов ;Иван;Аланович;муж;33;14;Hyundai Creta;частичное;0;0;0;0
Борисова;Ольга;Владимировна;жен;20;0;Nissan Qashqai;частичное;1;0;0;41816.4
Захаров ;Владислав;Артурович;муж;50;27;Nissan Qashqai;частичное;0;0;0;0
Орлов ;Арсений;Русланович;муж;46;22;Hyundai Solaris;частичное;0;1;0;50000
Михайлова;Алина;Михайловна;жен;66;35;Renault Kaptur;частичное;0;0;0;0
Григорьев ;Алексей;Дамирович;муж;69;40;Renault Logan;частичное;0;0;0;0
Николаева ;Алёна;Никитична;жен;58;39;Mazda CX-5;частичное;0;0;0;0
Соколов;Даниил;Матвеевич;муж;34;12;Hyundai Solaris;полное;0;0;0;0
Козлов ;Никита;Елисеевич;муж;29;8;Skoda Octavia A7;частичное;1;0;0;20278.1
Васильев;Никита;Максимович;муж;37;10;Hyundai Creta;полное;0;0;0;0
Попов;Алан;Сергеевич;муж;52;23;VW Polo;частичное;0;0;0;0
Гусев ;Матвей;Даниилович;муж;51;18;Lada Granta;частичное;0;0;0;0
Васильев;Марк;Елисеевич;муж;45;16;Nissan X-Trail;полное;0;0;0;0
Васильева;Стася;Игоревна;жен;76;46;Datsun on-DO;частичное;1;0;0;20797.3
Семенов ;Константин;Андреевич;муж;55;37;KIA Sportage;частичное;0;0;0;0
Морозова;Алиса;Замировна;жен;58;38;Lada Granta;полное;0;0;0;0
Алексеев ;Владислав;Сергеевич;муж;68;47;Lada 4x4;частичное;0;0;0;0
Соловьева;Карина;Замировна;жен;37;17;Renault Logan;частичное;0;0;0;0
Смирнов;Дмитрий;Сергеевич;муж;29;9;Lada Granta;частичное;1;0;0;12131.8
Волкова;Амелия;Максимовна;жен;47;26;Lada Granta;частичное;0;0;0;0
Кузьмин ;Артём;Дмитриевич;муж;48;30;Chevrolet NIVA;полное;1;0;0;28601.4
Дмитриев ;Елисей;Артемович;муж;46;5;Hyundai Creta;полное;0;0;0;0
Степанов ;Павел;Замирович;муж;30;0;Chevrolet NIVA;частичное;0;0;0;0
Поляков ;Павел;Матвеевич;муж;50;32;Lada Granta;частичное;0;0;0;0
Федоров ;Роман;Дмитриевич;муж;56;23;Hyundai Creta;полное;0;0;0;0
Никитин ;Ярослав;Артемович;муж;20;0;Lada Vesta;частичное;0;0;0;0
Новиков;Максим;Сергеевич;муж;22;1;VW Tiguan;полное;0;0;0;0
Михайлова;Арина;Матвеевна;жен;64;40;Lada Vesta;частичное;0;0;0;0
Андреев ;Артём;Артемович;муж;42;19;VW Tiguan;полное;0;0;0;0
Павлова;Милена;Елисеевна;жен;71;46;Renault Sandero;частичное;1;0;0;51376.4
Виноградова;Алиса;Сергеевна;жен;47;26;KIA Rio;полное;0;0;0;0
Васильева;Ева;Евгеньевна;жен;54;33;Chevrolet NIVA;полное;0;0;0;0
Новиков;Дмитрий;Иванович;муж;69;46;Toyota RAV 4;частичное;0;0;0;0
Павлова;Дарья;Данииловна;жен;26;5;Hyundai Creta;частичное;1;0;0;74035.7
Захарова;Кира;Сергеевна;жен;45;12;Lada Granta;частичное;0;0;0;0
Васильева;Александра;Демидовна;жен;33;10;Toyota Camry;частичное;0;0;0;0
Семенов ;Иван;Егорович;муж;33;9;Lada Kalina;частичное;0;0;0;0
Козлова;Анастасия;Кирилловна;жен;20;0;Lada Vesta;частичное;1;0;0;150000
Макаров ;Максим;Константинович;муж;56;35;Skoda Rapid;частичное;1;0;0;35421.5
Новиков;Александр;Сергеевич;муж;34;10;Lada Largus;полное;0;0;0;0
Лебедев ;Михаил;Замирович;муж;20;0;Lada X-Ray;частичное;0;0;0;0
Макарова;Диана;Романовна;жен;54;34;Lada Granta;частичное;1;0;0;3750
Зайцев ;Денис;Елисеевич;муж;25;0;VW Tiguan;частичное;0;0;0;0
Орлов ;Дмитрий;Арсеньевич;муж;57;25;Renault Sandero;полное;0;0;0;0
Семенов ;Александр;Никитич;муж;41;18;Toyota RAV 4;полное;0;0;0;0
Новиков;Елисей;Владиславович;муж;47;27;Hyundai Creta;полное;1;0;0;122692.9
Новикова;Диана;Дмитриевна;жен;67;48;Lada 4x4;полное;0;0;0;0
Орлова;Дарина;Ивановна;жен;32;13;Lada Granta;полное;0;0;0;0
Козлова;Марьяна;Павловна;жен;37;19;Renault Duster;частичное;1;0;0;21201.1
Виноградова;Есения;Матвеевна;жен;67;42;Hyundai Creta;полное;0;0;0;0
Романова ;Ульяна;Арсеньевна;жен;60;42;Skoda Rapid;полное;0;0;0;0
Королева;Юлия;Михайловна;жен;76;54;Renault Kaptur;частичное;0;0;0;0
Макаров ;Дмитрий;Замирович;муж;31;11;Hyundai Solaris;полное;0;0;0;0
Морозова;Камила;Дмитриевна;жен;18;0;VW Polo;полное;0;0;0;0
Морозов ;Елисей;Тимурович;муж;18;0;Lada Granta;частичное;1;0;0;29031.6
Морозова;Екатерина;Егоровна;жен;47;14;Renault Duster;полное;0;0;0;0
Дмитриева;Афина;Кирилловна;жен;45;23;Toyota RAV 4;частичное;0;0;0;0
Семенова ;Стася;Егоровна;жен;72;54;Lada Largus;частичное;0;0;0;0
Федорова;Милана;Александровна;жен;34;13;Renault Sandero;частичное;0;0;0;0
Васильев;Роман;Демидович;муж;31;7;Lada Vesta;полное;0;0;0;0
Семенов ;Матвей;Максимович;муж;52;28;Renault Logan;полное;1;0;0;19869.8
Васильев;Дмитрий;Максимович;муж;20;2;Lada Granta;частичное;0;0;0;0
Никитина;Ксения;Александровна;жен;62;42;KIA Rio;частичное;0;0;0;0
Смирнов;Максим;Маркович;муж;34;11;KIA Rio;частичное;0;0;0;0
Гусев ;Арсений;Матвеевич;муж;78;55;Skoda Rapid;частичное;0;0;0;0
Семенова ;Ксения;Ивановна;жен;34;12;Renault Duster;частичное;0;0;0;0
Андреев ;Иван;Тимофеевич;муж;71;43;Lada Vesta;частичное;0;0;0;0
Николаев ;Тимур;Павлович;муж;46;25;Hyundai Solaris;частичное;0;0;0;0
Кузнецов;Савелий;Ярославович;муж;49;28;VW Polo;частичное;0;0;0;0
Королев ;Арсений;Романович;муж;37;6;Lada Vesta;частичное;0;0;0;0
Зайцев ;Семён;Кириллович;муж;50;28;Toyota RAV 4;частичное;0;0;1;0
Борисов ;Руслан;Ярославович;муж;58;25;Nissan Qashqai;частичное;0;0;0;0
Николаева ;Виктория;Марковна;жен;26;5;Hyundai Solaris;полное;0;0;0;0
Соколов;Руслан;Егорович;муж;25;2;Skoda Rapid;частичное;0;0;0;0
Иванов;Иван;Демидович;муж;63;43;Skoda Octavia A7;частичное;1;0;0;90687.5
Попова;Дарья;Павловна;жен;25;3;Lada Granta;частичное;0;0;0;0
Александров ;Матвей;Ильич;муж;26;5;Hyundai Solaris;полное;1;0;0;7500
Никитин ;Евгений;Маркович;муж;68;47;KIA Sportage;частичное;0;0;0;0
Волков ;Михаил;Маркович;муж;32;13;Toyota Camry;полное;0;0;0;0
Борисова;Софья;Арсеньевна;жен;29;4;Hyundai Solaris;частичное;1;0;0;31618.8
Николаев ;Никита;Александрович;муж;23;0;KIA Rio;частичное;0;0;0;0
Григорьева ;Кира;Руслановна;жен;26;1;Nissan Qashqai;частичное;1;0;0;15000
Морозов ;Арсений;Михайлович;муж;21;0;Skoda Rapid;полное;0;0;0;0
Васильев;Алан;Аланович;муж;18;0;VW Polo;частичное;1;0;0;62579.4
Смирнов;Алексей;Ярославович;муж;67;38;KIA Rio;частичное;0;0;0;0
Павлова;Ольга;Сергеевна;жен;67;48;Skoda Rapid;частичное;0;0;0;0
Ильин ;Дмитрий;Иванович;муж;20;0;Renault Sandero;частичное;0;0;0;0
Александров ;Матвей;Максимович;муж;18;0;Lada Granta;частичное;1;0;0;3750
Степанова ;Дарина;Данииловна;жен;45;13;Nissan Qashqai;частичное;0;0;0;0
Ковалев ;Дмитрий;Матвеевич;муж;23;0;Lada X-Ray;частичное;0;0;0;0
Павлова;Камила;Тимофеевна;жен;52;26;KIA Rio;частичное;0;0;0;0
Морозова;Камила;Захаровна;жен;33;11;KIA Sportage;полное;0;0;0;0
Морозова;Диана;Ивановна;жен;49;14;Lada Vesta;частичное;0;0;0;0
Попов;Андрей;Михайлович;муж;44;13;Lada Vesta;полное;0;0;0;0
Полякова;Стася;Марковна;жен;69;38;Skoda Rapid;частичное;0;0;0;0
Романов ;Марк;Матвеевич;муж;37;16;VW Polo;частичное;0;0;0;0
Соколова;Марьяна;Максимовна;жен;42;22;KIA Rio;частичное;0;0;0;0
Никитина;Камила;Дмитриевна;жен;36;17;Lada Granta;частичное;0;0;0;0
Новикова;Вероника;Алексеевна;жен;32;2;Renault Kaptur;частичное;0;0;0;0
Павлов ;Арсений;Захарович;муж;21;3;Renault Duster;частичное;1;0;0;9621.8
Яковлева;Ангелина;Тимофеевна;жен;37;18;Toyota RAV 4;частичное;1;0;0;35780.4
Воробьев ;Демид;Романович;муж;26;2;Lada 4x4;частичное;1;0;0;15697.7
Алексеев ;Андрей;Максимович;муж;38;11;Nissan X-Trail;полное;1;0;0;68818.4
Ковалев ;Тимур;Дмитриевич;муж;60;42;KIA Sportage;частичное;0;0;0;0
Григорьева ;Светлана;Антоновна;жен;46;23;VW Tiguan;частичное;0;0;0;0
Андреев ;Денис;Глебович;муж;39;6;Lada Granta;полное;0;0;0;0
Васильев;Артём;Александрович;муж;57;32;Lada Vesta;частичное;0;0;0;0
Павлов ;Даниил;Владимирович;муж;75;53;Hyundai Solaris;полное;0;0;0;0
Фролов ;Андрей;Егорович;муж;41;17;Lada Granta;полное;0;0;0;0
Попова;Александра;Александровна;жен;56;26;KIA Rio;частичное;0;0;0;0
Федоров ;Роман;Аскарович;муж;42;20;Lada Granta;полное;1;0;0;4305.5
Макаров ;Максим;Демидович;муж;50;27;Lada Granta;частичное;0;0;0;0
Николаева ;Ангелина;Тимофеевна;жен;57;28;Datsun on-DO;частичное;1;0;0;10702.2
Лебедев ;Никита;Артемович;муж;46;19;VW Tiguan;частичное;0;0;0;0
Васильев;Никита;Тимофеевич;муж;67;42;Lada 4x4;частичное;0;0;0;0
Дмитриев ;Роман;Иванович;муж;43;18;Lada Kalina;частичное;0;1;0;144211.6
Попова;Анна;Дмитриевна;жен;51;19;Hyundai Solaris;частичное;0;0;0;0
Волков ;Никита;Иванович;муж;65;41;Renault Sandero;частичное;0;0;0;0
Степанов ;Никита;Артемович;муж;38;18;Lada Kalina;частичное;1;0;0;23250.6
Борисов ;Тимофей;Матвеевич;муж;22;0;Renault Duster;частичное;1;0;0;66276.2
Козлов ;Александр;Андреевич;муж;40;10;Nissan X-Trail;полное;1;0;0;15000
Степанова ;Марьяна;Егоровна;жен;18;0;Skoda Octavia A7;частичное;0;0;0;0
Зайцева;Елена;Тимофеевна;жен;48;22;VW Tiguan;полное;1;0;0;85036.4
Соколова;Виктория;Алановна;жен;20;0;Hyundai Solaris;полное;0;0;0;0
Соколова;Софья;Давидовна;жен;33;11;Lada Granta;полное;0;0;0;0
Николаева ;Дарина;Алановна;жен;67;39;Hyundai Creta;частичное;0;0;0;0
Воробьева;Камила;Ильична;жен;21;3;Lada X-Ray;частичное;0;0;0;0
Волкова;Александра;Константиновна;жен;26;4;Lada Granta;частичное;0;0;0;0
Волков ;Демид;Егорович;муж;29;1;Renault Duster;частичное;0;1;0;50000
Соколова;Анастасия;Демидовна;жен;66;35;Skoda Octavia A7;частичное;0;0;0;0
Федоров ;Максим;Тимофеевич;муж;34;13;Lada 4x4;частичное;0;0;0;0
Волкова;Милана;Игоревна;жен;43;22;Renault Logan;частичное;1;0;0;10285.4
Иванов;Денис;Матвеевич;муж;64;44;KIA Rio;полное;0;0;0;0
Соловьев ;Дмитрий;Денисович;муж;30;12;Nissan X-Trail;частичное;0;0;0;0
Федоров ;Роман;Кириллович;муж;75;57;Hyundai Creta;полное;0;0;0;0
Семенова ;Камила;Кирилловна;жен;42;22;Toyota RAV 4;частичное;0;0;0;0
Смирнова;Алиса;Демидовна;жен;56;35;Toyota Camry;полное;0;0;0;0
Захарова;Вероника;Михайловна;жен;22;0;Lada Vesta;полное;0;0;0;0
Соколов;Замир;Матвеевич;муж;42;22;Toyota RAV 4;частичное;0;0;0;0
Кузьмина;Мария;Замировна;жен;22;0;Toyota RAV 4;частичное;0;0;0;0
Алексеева ;Виктория;Евгеньевна;жен;31;8;Lada Granta;частичное;1;0;0;3750
Ильина;Вероника;Тимуровна;жен;19;0;Toyota RAV 4;частичное;1;0;0;15000
Андреев ;Сергей;Евгеньевич;муж;29;7;Lada Kalina;частичное;0;0;0;0
Морозова;Камила;Глебовна;жен;53;31;Hyundai Creta;частичное;0;0;0;0
Гусева;Марьяна;Денисовна;жен;51;31;Lada X-Ray;полное;0;0;0;0
Яковлев ;Илья;Ильич;муж;46;21;Chevrolet NIVA;частичное;0;0;0;0
Орлов ;Александр;Тимофеевич;муж;46;24;Datsun on-DO;частичное;0;0;0;0
Иванов;Марк;Алексеевич;муж;39;16;KIA Sportage;полное;0;0;0;0
Максимова;Карина;Вадимовна;жен;35;4;Hyundai Solaris;частичное;0;0;0;0
Федорова;Алиса;Тимофеевна;жен;22;1;KIA Rio;частичное;1;0;0;27648.1
Михайлова;Алина;Никитична;жен;57;36;Nissan Qashqai;полное;0;0;0;0
Кузнецов;Денис;Дамирович;муж;38;20;Lada Vesta;частичное;0;0;0;0
Гусева;Юлия;Аскаровна;жен;22;0;Datsun on-DO;частичное;0;0;0;0
Иванов;Роман;Тимурович;муж;55;21;KIA Rio;частичное;0;0;0;0
Сергеева;Милана;Артемовна;жен;59;40;Renault Sandero;частичное;0;0;0;0
Попов;Егор;Никитич;муж;62;38;KIA Rio;частичное;0;0;0;0
Новиков;Тимофей;Андреевич;муж;72;51;Hyundai Creta;частичное;0;0;0;0
Попов;Даниил;Алексеевич;муж;65;44;Lada Kalina;частичное;0;0;0;0
Никитин ;Дмитрий;Марселевич;муж;28;4;Renault Sandero;полное;0;0;0;0
Максимов ;Кирилл;Кириллович;муж;62;44;Lada Vesta;частичное;0;0;0;0
Яковлева;Ева;Артуровна;жен;47;24;KIA Rio;частичное;0;0;0;0
Смирнова;Злата;Марковна;жен;73;51;Lada Vesta;полное;0;0;0;0
Захарова;Амелия;Максимовна;жен;33;7;Renault Logan;частичное;1;0;0;46760.7
Андреев ;Алексей;Артемович;муж;48;24;Renault Duster;частичное;0;0;0;0
Степанова ;Злата;Артемовна;жен;57;35;KIA Rio;частичное;0;0;0;0
Гусева;Анна;Алексеевна;жен;33;2;Chevrolet NIVA;частичное;0;0;0;0
Яковлев ;Кирилл;Ярославович;муж;24;5;Skoda Octavia A7;частичное;0;0;0;0
Новиков;Максим;Тимурович;муж;49;28;KIA Sportage;частичное;0;0;0;0
Захарова;Вероника;Романовна;жен;72;51;Renault Duster;полное;0;0;0;0
Поляков ;Тимур;Глебович;муж;40;22;Lada Kalina;частичное;0;0;0;0
Максимов ;Михаил;Александрович;муж;66;47;Lada X-Ray;частичное;1;0;0;48788.2
Романов ;Александр;Алексеевич;муж;32;11;Lada Granta;частичное;0;0;0;0
Семенов ;Марк;Романович;муж;41;21;KIA Rio;полное;0;0;0;0
Васильев;Глеб;Глебович;муж;61;28;Toyota RAV 4;частичное;0;0;0;0
Сергеев ;Давид;Аланович;муж;58;24;VW Polo;частичное;0;0;0;0
Макаров ;Марк;Владиславович;муж;29;4;Renault Logan;частичное;1;0;0;11429.1
Новиков;Арсений;Тимофеевич;муж;67;44;Lada Granta;полное;0;0;0;0
Степанова ;Полина;Сергеевна;жен;20;0;Hyundai Solaris;частичное;0;0;0;0
Васильев;Роман;Аскарович;муж;18;0;Lada Largus;частичное;0;0;0;0
Семенов ;Максим;Кириллович;муж;34;11;Mazda CX-5;частичное;0;0;0;0
Королев ;Вадим;Артурович;муж;68;35;Lada X-Ray;частичное;0;0;0;0
Петрова;Дарина;Тимофеевна;жен;60;42;Toyota RAV 4;полное;0;0;1;2455425.2
Макарова;Ольга;Вадимовна;жен;26;2;Renault Sandero;полное;0;0;0;0
Смирнов;Александр;Даниилович;муж;30;12;Skoda Octavia A7;частичное;1;0;0;225000
Соколова;Амелия;Демидовна;жен;39;15;KIA Rio;полное;1;0;0;7500
Васильева;Аделия;Елисеевна;жен;26;3;Renault Duster;частичное;0;0;0;0
Иванова;Алиса;Артемовна;жен;31;12;Lada Kalina;частичное;0;0;0;0
Лебедев ;Замир;Егорович;муж;26;6;Datsun on-DO;частичное;0;0;0;0
Белова;Вероника;Глебовна;жен;54;35;Lada X-Ray;частичное;1;0;0;13250
Волков ;Вадим;Андреевич;муж;24;1;Hyundai Solaris;полное;1;0;0;135942.5
Федоров ;Максим;Владимирович;муж;33;10;Lada Vesta;частичное;0;0;0;0
Николаева ;Милана;Максимовна;жен;41;16;Datsun on-DO;полное;0;0;0;0
Козлов ;Дмитрий;Глебович;муж;45;23;VW Tiguan;частичное;0;0;0;0
Григорьев ;Денис;Глебович;муж;30;6;Lada X-Ray;частичное;1;0;0;40467.9
Смирнов;Артём;Денисович;муж;43;24;Lada Granta;частичное;0;0;0;0
Кузьмина;Алёна;Тимофеевна;жен;45;24;Renault Logan;частичное;0;0;0;0
Андреева;Элина;Дмитриевна;жен;34;16;Nissan Qashqai;частичное;0;0;0;0
